,gene1,gene2,gene1 perturbation,gene2 perturbation,PMID,cancer_type,SL
6380,MUS81,WDR73,mut,shRNA,24104479,COAD,0
6381,MUS81,BCO2,mut,shRNA,24104479,COAD,0
6382,MUS81,VAMP4,mut,shRNA,24104479,COAD,0
6383,MUS81,PTER,mut,shRNA,24104479,COAD,0
6384,MUS81,ALDH3B1,mut,shRNA,24104479,COAD,0
6385,MUS81,TSGA14,mut,shRNA,24104479,COAD,1
6386,MUS81,ZNF670,mut,shRNA,24104479,COAD,0
6387,MUS81,DNAI1,mut,shRNA,24104479,COAD,0
6388,MUS81,KCNJ10,mut,shRNA,24104479,COAD,0
6389,MUS81,ZNF768,mut,shRNA,24104479,COAD,0
6390,MUS81,TUBA1C,mut,shRNA,24104479,COAD,0
6391,MUS81,MMGT1,mut,shRNA,24104479,COAD,0
6392,MUS81,SFRP2,mut,shRNA,24104479,COAD,0
6393,MUS81,PARP9,mut,shRNA,24104479,COAD,0
6394,MUS81,HTR1E,mut,shRNA,24104479,COAD,0
6395,MUS81,ALG5,mut,shRNA,24104479,COAD,0
6396,MUS81,CD81,mut,shRNA,24104479,COAD,0
6397,MUS81,CRHR2,mut,shRNA,24104479,COAD,0
6398,MUS81,HNF1B,mut,shRNA,24104479,COAD,0
6399,MUS81,SLC2A4RG,mut,shRNA,24104479,COAD,0
6400,MUS81,MADD,mut,shRNA,24104479,COAD,0
6401,MUS81,SAMD7,mut,shRNA,24104479,COAD,0
6402,MUS81,MTERFD3,mut,shRNA,24104479,COAD,0
6403,MUS81,ZDHHC15,mut,shRNA,24104479,COAD,0
6404,MUS81,SPINT1,mut,shRNA,24104479,COAD,0
6405,MUS81,FAM150A,mut,shRNA,24104479,COAD,0
6406,MUS81,DGKG,mut,shRNA,24104479,COAD,0
6407,MUS81,ARF4,mut,shRNA,24104479,COAD,0
6408,MUS81,MS4A6E,mut,shRNA,24104479,COAD,0
6409,MUS81,GPRC5D,mut,shRNA,24104479,COAD,0
6410,MUS81,CD96,mut,shRNA,24104479,COAD,0
6411,MUS81,ZNF711,mut,shRNA,24104479,COAD,0
6412,MUS81,YSK4,mut,shRNA,24104479,COAD,0
6413,MUS81,HMGCLL1,mut,shRNA,24104479,COAD,0
6414,MUS81,PRSS8,mut,shRNA,24104479,COAD,0
6415,MUS81,MAGEF1,mut,shRNA,24104479,COAD,0
6416,MUS81,CD14,mut,shRNA,24104479,COAD,0
6417,MUS81,NECAB3,mut,shRNA,24104479,COAD,0
6418,MUS81,STK11IP,mut,shRNA,24104479,COAD,0
6419,MUS81,RNF175,mut,shRNA,24104479,COAD,0
6420,MUS81,OR6K6,mut,shRNA,24104479,COAD,0
6421,MUS81,ARGFX,mut,shRNA,24104479,COAD,0
6422,MUS81,MYO16,mut,shRNA,24104479,COAD,0
6423,MUS81,ACTN3,mut,shRNA,24104479,COAD,0
6424,MUS81,ZNF493,mut,shRNA,24104479,COAD,0
6425,MUS81,IGF2BP1,mut,shRNA,24104479,COAD,0
6426,MUS81,ENOX1,mut,shRNA,24104479,COAD,0
6427,MUS81,HBG2,mut,shRNA,24104479,COAD,0
6428,MUS81,DSG1,mut,shRNA,24104479,COAD,0
6429,MUS81,SLC5A1,mut,shRNA,24104479,COAD,0
6430,MUS81,C4BPA,mut,shRNA,24104479,COAD,0
6431,MUS81,C9orf106,mut,shRNA,24104479,COAD,0
6432,MUS81,ZNF282,mut,shRNA,24104479,COAD,0
6433,MUS81,CCDC93,mut,shRNA,24104479,COAD,0
6434,MUS81,PIP5K1B,mut,shRNA,24104479,COAD,0
6435,MUS81,DOCK7,mut,shRNA,24104479,COAD,0
6436,MUS81,RBM11,mut,shRNA,24104479,COAD,0
6437,MUS81,NXT2,mut,shRNA,24104479,COAD,0
6438,MUS81,MRPS23,mut,shRNA,24104479,COAD,0
6439,MUS81,EPB41L4B,mut,shRNA,24104479,COAD,0
6440,MUS81,C6orf130,mut,shRNA,24104479,COAD,0
6441,MUS81,AMDHD2,mut,shRNA,24104479,COAD,0
6442,MUS81,SFRS11,mut,shRNA,24104479,COAD,0
6443,MUS81,DNTT,mut,shRNA,24104479,COAD,0
6444,MUS81,MGAT3,mut,shRNA,24104479,COAD,0
6445,MUS81,TNFAIP2,mut,shRNA,24104479,COAD,0
6446,MUS81,B4GALNT2,mut,shRNA,24104479,COAD,0
6447,MUS81,HOOK2,mut,shRNA,24104479,COAD,0
6448,MUS81,ZNF233,mut,shRNA,24104479,COAD,0
6449,MUS81,AATK,mut,shRNA,24104479,COAD,0
6450,MUS81,CHST3,mut,shRNA,24104479,COAD,1
6451,MUS81,RNF103,mut,shRNA,24104479,COAD,0
6452,MUS81,SLC10A5,mut,shRNA,24104479,COAD,0
6453,MUS81,NAF1,mut,shRNA,24104479,COAD,0
6454,MUS81,PSPC1,mut,shRNA,24104479,COAD,0
6455,MUS81,GPR120,mut,shRNA,24104479,COAD,0
6456,MUS81,TMOD2,mut,shRNA,24104479,COAD,0
6457,MUS81,LRFN1,mut,shRNA,24104479,COAD,0
6458,MUS81,AIPL1,mut,shRNA,24104479,COAD,0
6459,MUS81,TATDN2,mut,shRNA,24104479,COAD,0
6460,MUS81,SPTLC1,mut,shRNA,24104479,COAD,0
6461,MUS81,TES,mut,shRNA,24104479,COAD,0
6462,MUS81,PPHLN1,mut,shRNA,24104479,COAD,0
6463,MUS81,ESR2,mut,shRNA,24104479,COAD,0
6464,MUS81,IFNAR2,mut,shRNA,24104479,COAD,0
6465,MUS81,GUCY1A2,mut,shRNA,24104479,COAD,0
6466,MUS81,INSL3,mut,shRNA,24104479,COAD,0
6467,MUS81,TUBA3C,mut,shRNA,24104479,COAD,0
6468,MUS81,PTN,mut,shRNA,24104479,COAD,0
6469,MUS81,ADAM9,mut,shRNA,24104479,COAD,0
6470,MUS81,EGFR,mut,shRNA,24104479,COAD,0
6471,MUS81,AGXT,mut,shRNA,24104479,COAD,0
6472,MUS81,LEPROTL1,mut,shRNA,24104479,COAD,0
6473,MUS81,RASSF9,mut,shRNA,24104479,COAD,0
6474,MUS81,IL2RA,mut,shRNA,24104479,COAD,0
6475,MUS81,OCM2,mut,shRNA,24104479,COAD,0
6476,MUS81,PRMT7,mut,shRNA,24104479,COAD,0
6477,MUS81,IL17RC,mut,shRNA,24104479,COAD,0
6478,MUS81,PHRF1,mut,shRNA,24104479,COAD,0
6479,MUS81,DSCAM,mut,shRNA,24104479,COAD,0
6480,MUS81,MPPED2,mut,shRNA,24104479,COAD,0
6481,MUS81,MORF4L2,mut,shRNA,24104479,COAD,0
6482,MUS81,C5orf13,mut,shRNA,24104479,COAD,0
6483,MUS81,DNAJA3,mut,shRNA,24104479,COAD,0
6484,MUS81,SSTR1,mut,shRNA,24104479,COAD,0
6485,MUS81,C1orf31,mut,shRNA,24104479,COAD,0
6486,MUS81,DHTKD1,mut,shRNA,24104479,COAD,0
6487,MUS81,JUN,mut,shRNA,24104479,COAD,0
6488,MUS81,HMGXB4,mut,shRNA,24104479,COAD,0
6489,MUS81,GNRHR,mut,shRNA,24104479,COAD,0
6490,MUS81,LAMC1,mut,shRNA,24104479,COAD,0
6491,MUS81,C9orf46,mut,shRNA,24104479,COAD,0
6492,MUS81,CRY2,mut,shRNA,24104479,COAD,0
6493,MUS81,SLAMF7,mut,shRNA,24104479,COAD,0
6494,MUS81,HOXD13,mut,shRNA,24104479,COAD,0
6495,MUS81,FBXW4,mut,shRNA,24104479,COAD,0
6496,MUS81,AKT1,mut,shRNA,24104479,COAD,0
6497,MUS81,HCN2,mut,shRNA,24104479,COAD,0
6498,MUS81,FOXP4,mut,shRNA,24104479,COAD,0
6499,MUS81,TMEM97,mut,shRNA,24104479,COAD,0
6500,MUS81,ZNF543,mut,shRNA,24104479,COAD,0
6501,MUS81,TOMM40,mut,shRNA,24104479,COAD,1
6502,MUS81,RNLS,mut,shRNA,24104479,COAD,0
6503,MUS81,GDF15,mut,shRNA,24104479,COAD,0
6504,MUS81,DECR1,mut,shRNA,24104479,COAD,0
6505,MUS81,HDAC9,mut,shRNA,24104479,COAD,0
6506,MUS81,PROCA1,mut,shRNA,24104479,COAD,0
6507,MUS81,HIST1H2BD,mut,shRNA,24104479,COAD,0
6508,MUS81,TRIM21,mut,shRNA,24104479,COAD,0
6509,MUS81,ZNF85,mut,shRNA,24104479,COAD,0
6510,MUS81,RPA3,mut,shRNA,24104479,COAD,0
6511,MUS81,GNLY,mut,shRNA,24104479,COAD,0
6512,MUS81,SCNN1G,mut,shRNA,24104479,COAD,0
6513,MUS81,SLC39A9,mut,shRNA,24104479,COAD,0
6514,MUS81,TSC1,mut,shRNA,24104479,COAD,0
6515,MUS81,THUMPD3,mut,shRNA,24104479,COAD,0
6516,MUS81,HAUS1,mut,shRNA,24104479,COAD,0
6517,MUS81,ICA1,mut,shRNA,24104479,COAD,0
6518,MUS81,TPST2,mut,shRNA,24104479,COAD,0
6519,MUS81,RNF113B,mut,shRNA,24104479,COAD,0
6520,MUS81,USF2,mut,shRNA,24104479,COAD,0
6521,MUS81,MCM9,mut,shRNA,24104479,COAD,0
6522,MUS81,HSD17B1,mut,shRNA,24104479,COAD,0
6523,MUS81,ESRRA,mut,shRNA,24104479,COAD,0
6524,MUS81,PTCRA,mut,shRNA,24104479,COAD,0
6525,MUS81,GPX5,mut,shRNA,24104479,COAD,0
6526,MUS81,DUSP22,mut,shRNA,24104479,COAD,0
6527,MUS81,VAV1,mut,shRNA,24104479,COAD,0
6528,MUS81,ADRA2B,mut,shRNA,24104479,COAD,0
6529,MUS81,TIMP3,mut,shRNA,24104479,COAD,0
6530,MUS81,TTC4,mut,shRNA,24104479,COAD,0
6531,MUS81,TG,mut,shRNA,24104479,COAD,0
6532,MUS81,ZFP30,mut,shRNA,24104479,COAD,0
6533,MUS81,HPSE,mut,shRNA,24104479,COAD,0
6534,MUS81,NOTCH4,mut,shRNA,24104479,COAD,0
6535,MUS81,RAB23,mut,shRNA,24104479,COAD,0
6536,MUS81,PNPLA2,mut,shRNA,24104479,COAD,0
6537,MUS81,SETDB2,mut,shRNA,24104479,COAD,0
6538,MUS81,CHPT1,mut,shRNA,24104479,COAD,0
6539,MUS81,C18orf34,mut,shRNA,24104479,COAD,0
6540,MUS81,NOSIP,mut,shRNA,24104479,COAD,0
6541,MUS81,CADPS,mut,shRNA,24104479,COAD,0
6542,MUS81,HAAO,mut,shRNA,24104479,COAD,0
6543,MUS81,ZNF350,mut,shRNA,24104479,COAD,0
6544,MUS81,TIMELESS,mut,shRNA,24104479,COAD,1
6545,MUS81,NRP2,mut,shRNA,24104479,COAD,0
6546,MUS81,LCMT2,mut,shRNA,24104479,COAD,0
6547,MUS81,MUTYH,mut,shRNA,24104479,COAD,0
6548,MUS81,PRAMEF1,mut,shRNA,24104479,COAD,0
6549,MUS81,ZADH2,mut,shRNA,24104479,COAD,0
6550,MUS81,BRCC3,mut,shRNA,24104479,COAD,0
6551,MUS81,ALDOC,mut,shRNA,24104479,COAD,0
6552,MUS81,PFDN5,mut,shRNA,24104479,COAD,0
6553,MUS81,ATF7,mut,shRNA,24104479,COAD,0
6554,MUS81,ITGA1,mut,shRNA,24104479,COAD,0
6555,MUS81,MARK4,mut,shRNA,24104479,COAD,0
6556,MUS81,ZFC3H1,mut,shRNA,24104479,COAD,0
6557,MUS81,DNAJC22,mut,shRNA,24104479,COAD,0
6558,MUS81,BAHD1,mut,shRNA,24104479,COAD,0
6559,MUS81,GRASP,mut,shRNA,24104479,COAD,0
6560,MUS81,C2orf39,mut,shRNA,24104479,COAD,0
6561,MUS81,ZNF645,mut,shRNA,24104479,COAD,0
6562,MUS81,ZNF238,mut,shRNA,24104479,COAD,0
6563,MUS81,GEMIN5,mut,shRNA,24104479,COAD,1
6564,MUS81,GPR44,mut,shRNA,24104479,COAD,0
6565,MUS81,CFI,mut,shRNA,24104479,COAD,0
6566,MUS81,ACVRL1,mut,shRNA,24104479,COAD,0
6567,MUS81,SUCLG1,mut,shRNA,24104479,COAD,0
6568,MUS81,SIAE,mut,shRNA,24104479,COAD,0
6569,MUS81,RASGRF2,mut,shRNA,24104479,COAD,0
6570,MUS81,CYGB,mut,shRNA,24104479,COAD,0
6571,MUS81,AGPAT4,mut,shRNA,24104479,COAD,0
6572,MUS81,CCNA2,mut,shRNA,24104479,COAD,0
6573,MUS81,MICAL1,mut,shRNA,24104479,COAD,0
6574,MUS81,SOCS1,mut,shRNA,24104479,COAD,0
6575,MUS81,NFIB,mut,shRNA,24104479,COAD,0
6576,MUS81,PPP1R9A,mut,shRNA,24104479,COAD,0
6577,MUS81,ZFYVE19,mut,shRNA,24104479,COAD,0
6578,MUS81,ZNF226,mut,shRNA,24104479,COAD,0
6579,MUS81,SEMA4F,mut,shRNA,24104479,COAD,0
6580,MUS81,CRYGC,mut,shRNA,24104479,COAD,0
6581,MUS81,AQP2,mut,shRNA,24104479,COAD,0
6582,MUS81,CLPS,mut,shRNA,24104479,COAD,0
6583,MUS81,C2orf69,mut,shRNA,24104479,COAD,0
6584,MUS81,ATXN10,mut,shRNA,24104479,COAD,0
6585,MUS81,KATNB1,mut,shRNA,24104479,COAD,0
6586,MUS81,CD38,mut,shRNA,24104479,COAD,0
6587,MUS81,TAOK2,mut,shRNA,24104479,COAD,0
6588,MUS81,MYEF2,mut,shRNA,24104479,COAD,0
6589,MUS81,POTEA,mut,shRNA,24104479,COAD,0
6590,MUS81,SLC38A6,mut,shRNA,24104479,COAD,0
6591,MUS81,NOD1,mut,shRNA,24104479,COAD,0
6592,MUS81,SLC25A37,mut,shRNA,24104479,COAD,0
6593,MUS81,MON1B,mut,shRNA,24104479,COAD,0
6594,MUS81,UNC13B,mut,shRNA,24104479,COAD,0
6595,MUS81,ETFDH,mut,shRNA,24104479,COAD,0
6596,MUS81,TMEM146,mut,shRNA,24104479,COAD,0
6597,MUS81,JAM2,mut,shRNA,24104479,COAD,0
6598,MUS81,KLF10,mut,shRNA,24104479,COAD,0
6599,MUS81,NUCKS1,mut,shRNA,24104479,COAD,0
6600,MUS81,CCNK,mut,shRNA,24104479,COAD,0
6601,MUS81,UBE2H,mut,shRNA,24104479,COAD,0
6602,MUS81,DAB1,mut,shRNA,24104479,COAD,0
6603,MUS81,HIST1H1E,mut,shRNA,24104479,COAD,0
6604,MUS81,C1orf77,mut,shRNA,24104479,COAD,0
6605,MUS81,BPESC1,mut,shRNA,24104479,COAD,0
6606,MUS81,CYP26C1,mut,shRNA,24104479,COAD,0
6607,MUS81,INHA,mut,shRNA,24104479,COAD,0
6608,MUS81,TTC18,mut,shRNA,24104479,COAD,0
6609,MUS81,EFNA1,mut,shRNA,24104479,COAD,0
6610,MUS81,PCNX,mut,shRNA,24104479,COAD,0
6611,MUS81,HOOK1,mut,shRNA,24104479,COAD,0
6612,MUS81,LDB2,mut,shRNA,24104479,COAD,0
6613,MUS81,CYTSA,mut,shRNA,24104479,COAD,0
6614,MUS81,NSF,mut,shRNA,24104479,COAD,0
6615,MUS81,MLNR,mut,shRNA,24104479,COAD,0
6616,MUS81,NPAT,mut,shRNA,24104479,COAD,0
6617,MUS81,DNAH1,mut,shRNA,24104479,COAD,0
6618,MUS81,PAPD5,mut,shRNA,24104479,COAD,0
6619,MUS81,RBM12,mut,shRNA,24104479,COAD,0
6620,MUS81,MATN2,mut,shRNA,24104479,COAD,0
6621,MUS81,ZMPSTE24,mut,shRNA,24104479,COAD,0
6622,MUS81,OR2J2,mut,shRNA,24104479,COAD,0
6623,MUS81,PLK2,mut,shRNA,24104479,COAD,0
6624,MUS81,C11orf88,mut,shRNA,24104479,COAD,0
6625,MUS81,ZBTB6,mut,shRNA,24104479,COAD,0
6626,MUS81,ENKUR,mut,shRNA,24104479,COAD,0
6627,MUS81,SNTA1,mut,shRNA,24104479,COAD,0
6628,MUS81,RBM9,mut,shRNA,24104479,COAD,0
6629,MUS81,ANKS3,mut,shRNA,24104479,COAD,0
6630,MUS81,OR8S1,mut,shRNA,24104479,COAD,0
6631,MUS81,SIRT4,mut,shRNA,24104479,COAD,0
6632,MUS81,BOC,mut,shRNA,24104479,COAD,0
6633,MUS81,DPP8,mut,shRNA,24104479,COAD,0
6634,MUS81,LIX1,mut,shRNA,24104479,COAD,0
6635,MUS81,WT1,mut,shRNA,24104479,COAD,0
6636,MUS81,DEM1,mut,shRNA,24104479,COAD,0
6637,MUS81,ITGA4,mut,shRNA,24104479,COAD,0
6638,MUS81,SLITRK4,mut,shRNA,24104479,COAD,0
6639,MUS81,TBX3,mut,shRNA,24104479,COAD,0
6640,MUS81,EHBP1,mut,shRNA,24104479,COAD,0
6641,MUS81,NUP35,mut,shRNA,24104479,COAD,0
6642,MUS81,KLF9,mut,shRNA,24104479,COAD,0
6643,MUS81,ESM1,mut,shRNA,24104479,COAD,0
6644,MUS81,ACER2,mut,shRNA,24104479,COAD,0
6645,MUS81,SYN3,mut,shRNA,24104479,COAD,0
6646,MUS81,IFITM2,mut,shRNA,24104479,COAD,0
6647,MUS81,EFCAB6,mut,shRNA,24104479,COAD,0
6648,MUS81,PAK2,mut,shRNA,24104479,COAD,0
6649,MUS81,CSF3R,mut,shRNA,24104479,COAD,0
6650,MUS81,CYBASC3,mut,shRNA,24104479,COAD,0
6651,MUS81,ST3GAL3,mut,shRNA,24104479,COAD,0
6652,MUS81,SIL1,mut,shRNA,24104479,COAD,0
6653,MUS81,ANK2,mut,shRNA,24104479,COAD,0
6654,MUS81,PRKACG,mut,shRNA,24104479,COAD,0
6655,MUS81,SLC7A13,mut,shRNA,24104479,COAD,0
6656,MUS81,PCDHB1,mut,shRNA,24104479,COAD,0
6657,MUS81,TRIM23,mut,shRNA,24104479,COAD,0
6658,MUS81,GPX4,mut,shRNA,24104479,COAD,0
6659,MUS81,KCNA2,mut,shRNA,24104479,COAD,0
6660,MUS81,LRRK1,mut,shRNA,24104479,COAD,0
6661,MUS81,SCN5A,mut,shRNA,24104479,COAD,0
6662,MUS81,ADAMDEC1,mut,shRNA,24104479,COAD,0
6663,MUS81,MPP2,mut,shRNA,24104479,COAD,0
6664,MUS81,DNASE1L3,mut,shRNA,24104479,COAD,0
6665,MUS81,SLC41A3,mut,shRNA,24104479,COAD,0
6666,MUS81,FAM169B,mut,shRNA,24104479,COAD,0
6667,MUS81,RPRD2,mut,shRNA,24104479,COAD,0
6668,MUS81,SLC13A2,mut,shRNA,24104479,COAD,0
6669,MUS81,ATP8A2,mut,shRNA,24104479,COAD,0
6670,MUS81,UBA5,mut,shRNA,24104479,COAD,0
6671,MUS81,AADACL4,mut,shRNA,24104479,COAD,0
6672,MUS81,BCL2L2,mut,shRNA,24104479,COAD,0
6673,MUS81,GGCT,mut,shRNA,24104479,COAD,0
6674,MUS81,ATG4B,mut,shRNA,24104479,COAD,0
6675,MUS81,MSH3,mut,shRNA,24104479,COAD,1
6676,MUS81,THBS1,mut,shRNA,24104479,COAD,0
6677,MUS81,SMARCAD1,mut,shRNA,24104479,COAD,0
6678,MUS81,GNG11,mut,shRNA,24104479,COAD,0
6679,MUS81,SHOC2,mut,shRNA,24104479,COAD,0
6680,MUS81,NCOA1,mut,shRNA,24104479,COAD,0
6681,MUS81,U2AF1L4,mut,shRNA,24104479,COAD,0
6682,MUS81,SKP2,mut,shRNA,24104479,COAD,0
6683,MUS81,CASKIN1,mut,shRNA,24104479,COAD,0
6684,MUS81,GPS2,mut,shRNA,24104479,COAD,0
6685,MUS81,APOO,mut,shRNA,24104479,COAD,0
6686,MUS81,MTIF2,mut,shRNA,24104479,COAD,0
6687,MUS81,TOB2,mut,shRNA,24104479,COAD,0
6688,MUS81,RAB2A,mut,shRNA,24104479,COAD,0
6689,MUS81,LRRC31,mut,shRNA,24104479,COAD,0
6690,MUS81,MTHFD2,mut,shRNA,24104479,COAD,0
6691,MUS81,IL23R,mut,shRNA,24104479,COAD,0
6692,MUS81,TMEM14B,mut,shRNA,24104479,COAD,0
6693,MUS81,DCLK1,mut,shRNA,24104479,COAD,0
6694,MUS81,POU5F2,mut,shRNA,24104479,COAD,0
6695,MUS81,OTUD6B,mut,shRNA,24104479,COAD,0
6696,MUS81,ZNF770,mut,shRNA,24104479,COAD,0
6697,MUS81,TREX1,mut,shRNA,24104479,COAD,0
6698,MUS81,LIPJ,mut,shRNA,24104479,COAD,0
6699,MUS81,PIK3C2A,mut,shRNA,24104479,COAD,0
6700,MUS81,MLN,mut,shRNA,24104479,COAD,0
6701,MUS81,UAP1,mut,shRNA,24104479,COAD,0
6702,MUS81,MYBBP1A,mut,shRNA,24104479,COAD,0
6703,MUS81,GAPVD1,mut,shRNA,24104479,COAD,0
6704,MUS81,HBB,mut,shRNA,24104479,COAD,0
6705,MUS81,ACTRT1,mut,shRNA,24104479,COAD,0
6706,MUS81,RNF43,mut,shRNA,24104479,COAD,0
6707,MUS81,UBE2M,mut,shRNA,24104479,COAD,0
6708,MUS81,RRAGC,mut,shRNA,24104479,COAD,0
6709,MUS81,SPTBN5,mut,shRNA,24104479,COAD,0
6710,MUS81,RPL38,mut,shRNA,24104479,COAD,0
6711,MUS81,C18orf55,mut,shRNA,24104479,COAD,0
6712,MUS81,MUC4,mut,shRNA,24104479,COAD,0
6713,MUS81,EPHA1,mut,shRNA,24104479,COAD,0
6714,MUS81,ALG6,mut,shRNA,24104479,COAD,0
6715,MUS81,ASAH1,mut,shRNA,24104479,COAD,0
6716,MUS81,SASS6,mut,shRNA,24104479,COAD,0
6717,MUS81,GTPBP2,mut,shRNA,24104479,COAD,0
6718,MUS81,ENOPH1,mut,shRNA,24104479,COAD,0
6719,MUS81,TPP1,mut,shRNA,24104479,COAD,0
6720,MUS81,PTRH2,mut,shRNA,24104479,COAD,0
6721,MUS81,CLCNKB,mut,shRNA,24104479,COAD,0
6722,MUS81,MUSK,mut,shRNA,24104479,COAD,0
6723,MUS81,RNF25,mut,shRNA,24104479,COAD,0
6724,MUS81,KCTD11,mut,shRNA,24104479,COAD,0
6725,MUS81,TEX261,mut,shRNA,24104479,COAD,0
6726,MUS81,VAV3,mut,shRNA,24104479,COAD,0
6727,MUS81,CUX1,mut,shRNA,24104479,COAD,0
6728,MUS81,CDK5R1,mut,shRNA,24104479,COAD,0
6729,MUS81,TRIM11,mut,shRNA,24104479,COAD,0
6730,MUS81,ZNF587,mut,shRNA,24104479,COAD,0
6731,MUS81,ZXDC,mut,shRNA,24104479,COAD,0
6732,MUS81,OLA1,mut,shRNA,24104479,COAD,0
6733,MUS81,BAG4,mut,shRNA,24104479,COAD,0
6734,MUS81,CCNT1,mut,shRNA,24104479,COAD,0
6735,MUS81,PECI,mut,shRNA,24104479,COAD,0
6736,MUS81,NEDD4L,mut,shRNA,24104479,COAD,0
6737,MUS81,NELL2,mut,shRNA,24104479,COAD,0
6738,MUS81,MPZ,mut,shRNA,24104479,COAD,0
6739,MUS81,MTBP,mut,shRNA,24104479,COAD,0
6740,MUS81,INTS6,mut,shRNA,24104479,COAD,0
6741,MUS81,ZDHHC4,mut,shRNA,24104479,COAD,0
6742,MUS81,FTCD,mut,shRNA,24104479,COAD,0
6743,MUS81,GJA9,mut,shRNA,24104479,COAD,0
6744,MUS81,GPR110,mut,shRNA,24104479,COAD,0
6745,MUS81,SYT3,mut,shRNA,24104479,COAD,0
6746,MUS81,TMEM206,mut,shRNA,24104479,COAD,0
6747,MUS81,ENPP7,mut,shRNA,24104479,COAD,0
6748,MUS81,DCST1,mut,shRNA,24104479,COAD,0
6749,MUS81,WDR34,mut,shRNA,24104479,COAD,0
6750,MUS81,ITPKB,mut,shRNA,24104479,COAD,0
6751,MUS81,NT5DC1,mut,shRNA,24104479,COAD,0
6752,MUS81,RNF217,mut,shRNA,24104479,COAD,0
6753,MUS81,TSPAN14,mut,shRNA,24104479,COAD,1
6754,MUS81,SCGB2A2,mut,shRNA,24104479,COAD,0
6755,MUS81,WDR19,mut,shRNA,24104479,COAD,0
6756,MUS81,HIST1H4H,mut,shRNA,24104479,COAD,0
6757,MUS81,SERP2,mut,shRNA,24104479,COAD,0
6758,MUS81,PTS,mut,shRNA,24104479,COAD,0
6759,MUS81,ELL2,mut,shRNA,24104479,COAD,0
6760,MUS81,SLC39A7,mut,shRNA,24104479,COAD,0
6761,MUS81,WSB2,mut,shRNA,24104479,COAD,0
6762,MUS81,LIPM,mut,shRNA,24104479,COAD,0
6763,MUS81,ACSL3,mut,shRNA,24104479,COAD,0
6764,MUS81,SMARCA5,mut,shRNA,24104479,COAD,0
6765,MUS81,MTX1,mut,shRNA,24104479,COAD,0
6766,MUS81,TTC7A,mut,shRNA,24104479,COAD,0
6767,MUS81,PTPRB,mut,shRNA,24104479,COAD,0
6768,MUS81,SMAP1,mut,shRNA,24104479,COAD,0
6769,MUS81,CSGALNACT2,mut,shRNA,24104479,COAD,0
6770,MUS81,SPOCK1,mut,shRNA,24104479,COAD,0
6771,MUS81,FAM171B,mut,shRNA,24104479,COAD,0
6772,MUS81,ARRB1,mut,shRNA,24104479,COAD,0
6773,MUS81,NAP1L1,mut,shRNA,24104479,COAD,0
6774,MUS81,GPR123,mut,shRNA,24104479,COAD,0
6775,MUS81,SHFM1,mut,shRNA,24104479,COAD,0
6776,MUS81,RNF214,mut,shRNA,24104479,COAD,0
6777,MUS81,ACOT7,mut,shRNA,24104479,COAD,0
6778,MUS81,SND1,mut,shRNA,24104479,COAD,0
6779,MUS81,C11orf58,mut,shRNA,24104479,COAD,0
6780,MUS81,IER3IP1,mut,shRNA,24104479,COAD,0
6781,MUS81,RPLP0,mut,shRNA,24104479,COAD,0
6782,MUS81,UBASH3A,mut,shRNA,24104479,COAD,0
6783,MUS81,TAF1C,mut,shRNA,24104479,COAD,0
6784,MUS81,MET,mut,shRNA,24104479,COAD,0
6785,MUS81,MBD3L2,mut,shRNA,24104479,COAD,0
6786,MUS81,OCRL,mut,shRNA,24104479,COAD,0
6787,MUS81,FAM172A,mut,shRNA,24104479,COAD,0
6788,MUS81,LARS2,mut,shRNA,24104479,COAD,0
6789,MUS81,HSPA2,mut,shRNA,24104479,COAD,0
6790,MUS81,C7orf16,mut,shRNA,24104479,COAD,0
6791,MUS81,MTHFD1L,mut,shRNA,24104479,COAD,0
6792,MUS81,PHOX2B,mut,shRNA,24104479,COAD,0
6793,MUS81,CD58,mut,shRNA,24104479,COAD,0
6794,MUS81,ZIC2,mut,shRNA,24104479,COAD,0
6795,MUS81,MYO9A,mut,shRNA,24104479,COAD,1
6796,MUS81,ZNF7,mut,shRNA,24104479,COAD,0
6797,MUS81,FETUB,mut,shRNA,24104479,COAD,0
6798,MUS81,CTNNA1,mut,shRNA,24104479,COAD,0
6799,MUS81,TCEB3B,mut,shRNA,24104479,COAD,0
6800,MUS81,SLC10A1,mut,shRNA,24104479,COAD,0
6801,MUS81,TMEM138,mut,shRNA,24104479,COAD,0
6802,MUS81,PARK2,mut,shRNA,24104479,COAD,0
6803,MUS81,TMPRSS9,mut,shRNA,24104479,COAD,0
6804,MUS81,EEFSEC,mut,shRNA,24104479,COAD,0
6805,MUS81,ADAM18,mut,shRNA,24104479,COAD,0
6806,MUS81,AGR3,mut,shRNA,24104479,COAD,0
6807,MUS81,RAB37,mut,shRNA,24104479,COAD,0
6808,MUS81,RBP1,mut,shRNA,24104479,COAD,0
6809,MUS81,ARL6IP1,mut,shRNA,24104479,COAD,0
6810,MUS81,MGAT2,mut,shRNA,24104479,COAD,0
6811,MUS81,PIGH,mut,shRNA,24104479,COAD,0
6812,MUS81,C3AR1,mut,shRNA,24104479,COAD,0
6813,MUS81,B3GNT2,mut,shRNA,24104479,COAD,0
6814,MUS81,FKBP5,mut,shRNA,24104479,COAD,0
6815,MUS81,HK1,mut,shRNA,24104479,COAD,0
6816,MUS81,PRDM16,mut,shRNA,24104479,COAD,0
